# country	url	continent
albania	https://download.geofabrik.de/europe/albania-latest.osm.pbf	europe
austria	https://download.geofabrik.de/europe/austria-latest.osm.pbf	europe
germany	https://download.geofabrik.de/europe/germany-latest.osm.pbf	europe
new-zealand	https://download.geofabrik.de/australia-oceania/new-zealand-latest.osm.pbf	australia and oceania
thailand	https://download.geofabrik.de/asia/thailand-latest.osm.pbf	asia
